image,question,refs,base,fusion,win
VizWiz_val_00001872.jpg,What is in this box?  ,"['macaroni', 'hamburger helper cheeseburger macaroni', 'hamburger helper', 'macaroni', 'ultimate cheeseburger macaroni', 'hamburger helper', 'hamburger helper', 'hamburger helper', 'hamburger helper', 'cheeseburger helper']",macaroni cheese,hamburger helper,fusion wins
VizWiz_val_00001873.jpg,What color is this?,"['grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey']",grey,white,base wins
VizWiz_val_00001878.jpg,what is this?,"['vending machine', 'soda machine', 'soda vending machine', 'vending machine', 'pepsi soda machine', 'pepsi vending machine', 'pepsi vending machine', 'pepsi', 'pepsi', 'vending machine']",coca cola,vending machine,fusion wins
VizWiz_val_00001880.jpg,What is this?,"['can', 'pepper steak stew', 'unanswerable', 'pepper steak', 'unanswerable', 'unanswerable', 'pepper steak', 'tomato sauce', 'food', 'unanswerable']",food,chicken broth,base wins
VizWiz_val_00001881.jpg,What is the color of this fabric?,"['blue white', 'white teal', 'white turquoise', 'blu white', 'blue white', 'grey black purple teal', 'blue white', 'white teal', 'teal', 'white black skyblue grey violet']",blue,blue white,fusion wins
VizWiz_val_00001891.jpg,What's inside this image?,"['leg foot', 'toes', 'leg foot floor rug', 'leg', 'foot', 'leg', 'feet person rug', '2 feet 1 leg 1 rug', 'leg', 'leg']",unanswerable,foot,fusion wins
VizWiz_val_00001896.jpg,What kind of coffee is this?,"['french vanilla', 'maxwell house', 'maxwell house french vanilla', 'french vanilla', 'french vanilla', 'massimo', 'maxwell house', 'massimo maxwell house french vanilla', 'french vanilla', 'maxwell house french vanilla']",french vanilla,coffee,base wins
VizWiz_val_00001901.jpg,Is this on FAN or AIR or DEHUMIDIFIER?,"['dehumidifier', 'unanswerable', 'unanswerable', 'unanswerable', 'fan', 'unanswerable', 'unanswerable', 'unanswerable', 'air', 'unanswerable']",unanswerable,fan,base wins
VizWiz_val_00001902.jpg,What is the expiration date?,"['jan 27 2013', 'jan 27 2013', 'unanswerable', 'jan 27 2013', 'feb', 'jan 27 2013', 'jan 27 2013', 'january 27 2013', 'jan 27 2013', 'jan 27 2013']",unanswerable,may 04 2013,base wins
VizWiz_val_00001905.jpg,What is this object?,"['nature valley oats dark chocolate granola bar', 'crunch bar', 'granola bar', 'granola bar', 'granola bar', 'granola bar', 'nature valley oats n dark chocolate bar', 'oats n dark chocolate crunchy bar', 'dark chocolate granola bar', 'granola bar']",cereal,granola bar,fusion wins
VizWiz_val_00001908.jpg,"trying to find out what this item is please, thanks","['chicken fried rice no msg', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'vegetable rice', 'frozen dinner', 'chicken fried rice', 'tai pei brand frozen chicken fried rice', 'rice bowl']",chicken,frozen dinner,fusion wins
VizWiz_val_00001913.jpg,What is this frozen dinner and what is the instructions for conventional oven temperature and number of minutes? Thank you very much.,"['channa', 'unanswerable', 'unanswerable', 'channa heat on high for 4 to 4.5 minutes', 'unanswerable', 'unanswerable', 'channa', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,channa masala,base wins
VizWiz_val_00001914.jpg,What is in this box?,"['roast beef', 'roast beef', 'roast beef', 'roast beef', 'food', 'roast beef', 'roast beef', 'roast beef', 'traditional roast beef', 'traditional roast beef']",corned beef,traditional roast beef,fusion wins
VizWiz_val_00001915.jpg,What kind of meds are these?,"['unanswerable', 'alaltoids', 'alaltoids', 'alaltoids', 'alaltoids mints', 'alaltoids strong breath mints wintergreen flavor', 'unanswerable', 'unanswerable', 'altoids', 'breth mints']",unanswerable,altoids,base wins
VizWiz_val_00001920.jpg,What kind of chips are these?,"['doritos nacho cheese', 'doritos nacho cheese', 'doritos nacho cheese', 'nacho cheese', 'doritos', 'doritos', 'doritos nacho cheese', 'doritos nacho cheese', 'dorito nacho cheese', 'nacho cheese doritos']",salt vinegar,doritos,fusion wins
VizWiz_val_00001924.jpg,Where is the menu button?,"['directly under large volume button on left side', 'in middle remote buttons in circle menu button top left these buttons', 'top left on circle', 'outer circle in middle top left', 'outer upper left circle', 'top left circle', 'up to left arrow buttons', 'unanswerable', 'left middle', 'top']",remote,unanswerable,fusion wins
VizWiz_val_00001933.jpg,What color is this please?,"['brown', 'brown', 'tan', 'grey', 'brown', 'unanswerable', 'white', 'grey', 'brown', 'unanswerable']",grey,white,base wins
VizWiz_val_00001935.jpg,What is this item?,"['plaque', 'bust robert e lee', 'unanswerable', 'statue', 'general lee statuette', 'bookend', 'unanswerable', 'statue', 'confederate memorabilia', 'statue']",unanswerable,book,base wins
VizWiz_val_00001936.jpg,What type of candy is this?,"['balls sanded', 'unanswerable', 'cherry balls', 'balls sanded', 'sweet', 'balls sanded', 'hard candy', 'balls sanded', 'balls sanded', 'nuts']",unanswerable,orange,base wins
VizWiz_val_00001940.jpg,What is it?,"['ball', 'decoration', 'straw object dart', 'ball hay', 'rattan ball', 'rubber bands', 'ball', 'unanswerable', 'decorative ball', 'decor spheres']",plant,ball,fusion wins
VizWiz_val_00001945.jpg,this is the claim?  Thank you,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00001951.jpg,Hi.  Please tell me what's in the can in my right hand.  Thank you.,"['can goods', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'can', 'unanswerable', 'unanswerable']",unanswerable,soup,base wins
VizWiz_val_00001956.jpg,WHat is this a picture of?,"['unanswerable', 'paper', 'unanswerable', 'unanswerable', 'tray', 'cabinet', 'tray', 'unanswerable', 'unanswerable', 'table tray']",unanswerable,counter,base wins
VizWiz_val_00001966.jpg,What time is it? ,"['4:23', '4 23', '9:20', 'unanswerable', 'unanswerable', 'dont know', '4:23', '9:23', '4:23', '429']",unanswerable,11:26,base wins
VizWiz_val_00001972.jpg,What is this?,"['peonies', 'roses', 'flowers', 'flowers', 'flower', 'flowers', 'flowers', 'flowers', 'flowers', 'flowers']",flowers,flower,base wins
VizWiz_val_00001981.jpg,What is this?,"['cream mushroom soup', 'cream mushroom soup', 'cream mushroom soup', 'soup', 'cream mushroom soup', 'cream mushroom soup', 'cream mushroom soup', 'cream mushroom', 'can campbells condensed cream mushroom soup', 'cream mushroom soup']",soup,cream mushroom soup,fusion wins
VizWiz_val_00001986.jpg,What kind of insect is this?,"['roach', 'cockroach', 'beetle', 'cockroach', 'roach', 'lightning bug', 'bettle', 'beetle', 'fdasfsdf', 'beetle']",unanswerable,cockroach,fusion wins
VizWiz_val_00001987.jpg,What is this?,"['ginger ale', 'gingerale', 'can', 'can ginger ale', 'ginger ale', 'ginger ale', 'ginger ale', 'extra d ginger image cut off cannot see top', 'gingerale', 'can drink ginger']",soda,ginger ale,fusion wins
VizWiz_val_00001995.jpg,What is on this card?,"['flowers hearts', 'red heart', 'wife valentines day', 'unanswerable', 'heart', 'image cut off red heart something about valentines day', 'heart', 'valentines day', 'heart', 'valentines heart']",unanswerable,yes,base wins
VizWiz_val_00002000.jpg,"Hello there can you tell me what flavor this pasta sauce is, please? Thank you.","['smoked bacon tomato', 'smoked bacon tomato', 'smoked bacon tomato', 'bacon', 'smoked bacon tomato', 'smoked bacon tomato', 'smoked bacon tomato', 'smoked bacon tomato', 'smoked bacon tomato sauce', 'smoked bacon tomato']",unanswerable,smoked bacon tomato,fusion wins
VizWiz_val_00002003.jpg,What is this?,"['table', 'unanswerable', 'erase board', 'thumb', 'unanswerable', 'finger', 'unanswerable', 'unanswerable', 'thumb', 'unanswerable']",table,hand,base wins
VizWiz_val_00002011.jpg,Are these CDs or DVDs? ,"['dvd', 'cds', 'unanswerable', 'dvd', 'cd', 'dvd r', 'cd', 'cds', 'cds', 'dvd']",unanswerable,no,base wins
VizWiz_val_00002015.jpg,What color is this?,"['red', 'red', 'red', 'red', 'red', 'red white', 'red white', 'red color', 'red', 'red']",brown,red,fusion wins
VizWiz_val_00002016.jpg,What are the instructions listed on the box?,"['cooking instructions', 'cooking instructions', 'instructions for preparing food', 'brown stir reduce sprinkle', 'unanswerable', 'fry', 'unanswerable', 'brown stir in items reduce heat simmer 10 min sprinkle toppings', 'brown beef in pan drain stir in watermill sauce pasta into pan boil simmer 10 min', 'brown ground beef then stir in hot water milk pasta sauce mix']",unanswerable,ground beef,base wins
VizWiz_val_00002021.jpg,What color is this?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']",brown,white,fusion wins
VizWiz_val_00002025.jpg,Is the dog lying on his bed?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",yes,no,fusion wins
VizWiz_val_00002033.jpg,What kind of CD case is this?,"['clear', 'blank', 'unanswerable', 'unanswerable', 'unanswerable', 'clear 1 disc jewel case', 'unanswerable', 'single', 'purple clear', 'pink']",unanswerable,clear,base wins
VizWiz_val_00002035.jpg,What is this?,"['video game', 'video game', 'skyrim manual', 'skyrim game', 'skyrim pc game', 'video game', 'skyrim game', 'skyrim booklet', 'game manual', 'elder scrolls v skyrim booklet']",book,video game,fusion wins
VizWiz_val_00002040.jpg,What is this?,"['1 dollar bill', 'dollar bill', '1 dollar bill', '1 dollar bill', 'dollar', 'dollar', 'money', 'dollars', 'dollar', '1 dollar bill']",1 dollar,1 dollar bill,fusion wins
VizWiz_val_00002048.jpg,What's on this shirt? ,"['graphic', 'beer logo', 'miller lite logo', 'picture', 'unanswerable', 'unanswerable', 'bud lite logo', 'logo', 'beer logo', 'lite']",unanswerable,orange,base wins
VizWiz_val_00002054.jpg,Can you describe the photo outside the text?,"['trophies', 'price', 'trophies in gym space', '3 trophies', '3 trophy', 'trophies', '3 trophy in line 1 medal', '3 trophies', '3 trophies', '3 prizes for winners in respective competition']",unanswerable,trophies,fusion wins
VizWiz_val_00002058.jpg,Is this yogurt fat free? ,"['no', 'yes', 'no', 'no', 'nonfat', 'greek plain nonfat yogurt', 'yes', 'yes', 'no', 'yes']",yes,unanswerable,base wins
VizWiz_val_00002060.jpg,What color is this t-shirt?,"['grey', 'light blue silver', 'grey blue', 'grey', 'blue', 'blue grey', 'white', 'grey', 'grey', 'grey']",grey,black,base wins
VizWiz_val_00002064.jpg,What is this?,"['cough drops', 'unanswerable', 'bag cough drops', 'throat medicine', 'halls cough drops', 'cough drops', 'honey lemon cough drops', 'halls honey lemon cough drops', 'cough drop', 'cough drops']",candy,cough drops,fusion wins
VizWiz_val_00002065.jpg,What is this called? ,"['rock', 'rock', 'unanswerable', 'unanswerable', 'unanswerable', 'trash', 'mushrooms', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,cookies,base wins
VizWiz_val_00002068.jpg,Can you tell me what the buttons or anything says on this screen?,"['lock filter', 'unanswerable', 'lock filter', 'cubed lock filter change filter', 'buttons say lock filter', 'red button', 'cubed', 'unanswerable', 'lock filter', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00002071.jpg,What is this?,"['chocolate', 'chocolates', 'chocolate', 'chocolate', 'chocolate', 'chocolateness', 'choclateness', 'chocolateness', 'chocolate', 'chocolate']",unanswerable,chocolate,fusion wins
VizWiz_val_00002075.jpg,For how long do I cook this in the microwave?,"['lets check back', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '3 minutes', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,8 minutes,base wins
VizWiz_val_00002079.jpg,What is this?,"['radio', 'radio', 'radio', 'radio', 'radio', 'radio', 'radio', 'radio', 'radio', 'radio']",telephone,radio,fusion wins
VizWiz_val_00002087.jpg,what is this item?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'islands', 'unanswerable', 'unanswerable']",unanswerable,banana,base wins
VizWiz_val_00002093.jpg,What is this?,"['fork', 'fork', 'fork', 'fork', 'fork', 'fork on table', 'fork', 'fork', 'fork', 'fork']",table,fork,fusion wins
VizWiz_val_00002096.jpg,What is this?,"['coupons', 'jiffy lube coupons', 'coupon for 21.99 jiffy lube signature service oil change', 'coupon', 'coupons', 'coupons', 'coupon', 'jiffy lube coupons', 'jiffy lube coupons', 'jiffy lube coupon']",book,coupon,fusion wins
VizWiz_val_00002102.jpg,Can you tell me what these are called?,"['ervgrg', 'unanswerable', 'cotton', 'unanswerable', 'unanswerable', 'socks', 'towels', 'unanswerable', 'towels', 'socks']",unanswerable,bag,base wins
VizWiz_val_00002108.jpg,What time is it? what time is it?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,11:26,base wins
VizWiz_val_00002109.jpg,What is this?,"['ipad', 'tablet', 'computer', 'ipad', 'mouse pad', 'laptop', 'window', 'tablet', 'unanswerable', 'ipad']",tablet,keyboard,base wins
VizWiz_val_00002113.jpg,Please tell me the name of the product of which I just took a picture.  Thank you.,"['wheat cheerios', 'cheerios', 'cheerios', 'unanswerable', 'cheerios', 'whats cheerios', 'cheerios', 'unanswerable', 'cheerios', 'unanswerable']",unanswerable,cereal,base wins
VizWiz_val_00002116.jpg,What is this?,"['this piece glass', 'bedcover', 'ipad', 'black tablet', 'smart tablet', 'envelope', 'unanswerable', 'tablet', 'tablet', 'unanswerable']",laptop,unanswerable,fusion wins
VizWiz_val_00002121.jpg,What is this?,"['plaid', 'shirt', 'unanswerable', 'red plaid', 'pink red plaid shirt', 'pink plaid', 'unanswerable', 'unanswerable', 'pink red flannel blanket', 'pink plaid blanket']",shirt,unanswerable,fusion wins
VizWiz_val_00002122.jpg,What color is this ear pod case?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'unanswerable']",black,unanswerable,fusion wins
VizWiz_val_00002127.jpg,What color is this?,"['white', 'white', 'white', 'white', 'white', 'white purple tulip', 'white', 'white', 'white', 'white']",brown,white,fusion wins
VizWiz_val_00002131.jpg,Whats the weather like? ,"['sunny', 'nice clear', 'cloudy', 'clear dry', 'clear sky', 'overcast', 'cloudy', 'sunny', 'cloudy', 'overcast']",unanswerable,cloudy,fusion wins
VizWiz_val_00002142.jpg,What is this?,"['lotion', 'candle', 'unanswerable', 'lotion', 'lotion', 'lotion', 'be enchanted body lotion', 'lotion', 'unanswerable', 'be enchanted lotion']",lotion,unanswerable,base wins
VizWiz_val_00002154.jpg,what kind of keyboard is this? who makes it?,"['mac', 'apple', 'mac keyboard apple', 'macbook air from apple', 'macbook air keyboard made by apple', 'macbook apple', 'magic keyboard made by apple', 'apple', 'apple keyboard', 'macbook air keyboard apple makes']",yes,mac,fusion wins
VizWiz_val_00002155.jpg,What is this shirt?,"['unanswerable', 'unanswerable', 'heart', 'sweatshirt', 'tshirt', 'cotton', 'grey', 'unanswerable', 'sweater', 't shirt']",grey,white,base wins
VizWiz_val_00002157.jpg,What is this called?,"['eastern', 'beans', 'unanswerable', 'unanswerable', 'food', 'beans', 'trail mix', 'cereal', 'nuts', 'bag peanuts']",unanswerable,chips,base wins
VizWiz_val_00002164.jpg,What color is this ball?,"['unanswerable', 'teal', 'blue', 'blue', 'blue', 'unanswerable', 'unanswerable', 'blue', 'blue', 'blue']",brown,unanswerable,fusion wins
VizWiz_val_00002166.jpg,What is on my table? ,"['ipod touch', 'apps', 'phone', 'smart phone papers', 'smart phone papers', 'phone', 'phone', 'phone', 'cellphone', 'phone']",phone,cell phone,base wins
VizWiz_val_00002174.jpg,How would i use this product?,"['sauce for pizza add to pasta sauce', 'cooking', 'sauce', 'unanswerable', 'to make tomato sauce', 'for cooking tomato passata', 'sauce', 'tomato passata', 'unanswerable', 'eat']",yes,unanswerable,fusion wins
VizWiz_val_00002180.jpg,What color is the sheet?,"['beige', 'blue', 'tan', 'white', 'beige', 'beige', 'beige', 'beige', 'blue', 'white']",brown,white,fusion wins
VizWiz_val_00002181.jpg,What spice is this?,"['outback steakhouse steak rub no salt', 'steak rub', 'steak rub', 'outback steakhouse steak rub no salt', 'outback steakhouse', 'outback steakhouse steak rub', 'outback steakhouse', 'outback steakhouse steak rub no salt', 'steak rub', 'outback steakhouse']",beef,steak rub,fusion wins
